index,product,cip,expected profit
4415,None,5.551123595505615,0
4727,None,6.006407438579311,0
3285,None,5.551123595505615,0
1118,None,5.551123595505615,0
2731,None,6.068854214362795,0
3773,None,2.0416666666666656,0
4029,None,5.551123595505615,0
1988,None,7.726016509413388,0
3975,None,5.551123595505615,0
4108,None,4.006447398954494,0
1617,None,8.1168500888516,0
2241,None,5.551123595505615,0
4562,None,5.977968029858924,0
4521,None,7.556670242767671,0
2515,None,8.415986394557821,0
3267,None,8.415986394557821,0
3332,None,5.551123595505615,0
4793,None,5.551123595505615,0
2831,None,6.039476131711807,0
1560,None,5.551123595505615,0
4546,None,8.415986394557821,0
3439,None,8.415986394557821,0
3653,None,5.056059189010497,0
3880,None,5.551123595505615,0
1636,None,5.551123595505615,0
4973,None,7.627216116908442,0
1266,None,6.648484738791306,0
3576,None,6.566017413769107,0
2718,None,8.415986394557821,0
4928,None,5.504578973600163,0
2330,None,5.551123595505615,0
3478,None,7.087668631236885,0
2459,None,5.80089549763187,0
4661,None,8.289447415417056,0
1458,None,5.551123595505615,0
1682,None,6.149135071913388,0
1368,None,7.454422962791809,0
4706,None,4.014880367268377,0
4770,None,5.496666538838818,0
1426,None,5.551123595505615,0
4919,None,7.774152182602368,0
3496,None,5.551123595505615,0
2266,None,5.512001610109008,0
3809,None,6.52634435254544,0
1386,None,7.768141534341751,0
1574,None,7.560116082098638,0
1790,None,7.624423743623784,0
4262,None,7.621534387377174,0
3417,None,5.766322245808659,0
3051,None,5.551123595505615,0
2130,None,3.795340442668636,0
3001,None,4.205185271784276,0
4893,None,8.199919885269463,0
2317,None,5.551123595505615,0
1313,None,7.907763109384534,0
1111,None,7.820367073850344,0
1008,None,5.551123595505615,0
3311,None,5.551123595505615,0
2425,None,8.415986394557821,0
3723,None,5.711882111510655,0
4250,None,7.822054018737315,0
2153,None,6.059507306152936,0
3816,None,5.497041109713862,0
2333,None,7.203049169655581,0
3940,None,7.2222562669947425,0
3102,None,8.415986394557821,0
2331,None,8.330789070095268,0
3601,None,7.423151701722624,0
1162,None,8.415986394557821,0
3599,None,6.177553943360114,0
2909,None,5.551123595505615,0
1597,None,8.415986394557821,0
3313,None,8.238868205590949,0
3981,None,5.551123595505615,0
4709,None,5.551123595505615,0
2170,None,5.919574172272729,0
2417,None,7.393904586663375,0
4162,None,5.551123595505615,0
3204,None,6.234670335584428,0
3368,None,5.551123595505615,0
4195,None,5.551123595505615,0
3101,None,8.415986394557821,0
1052,None,5.298817028804825,0
1896,None,8.415986394557821,0
1142,None,8.415986394557821,0
4997,None,8.415986394557821,0
2536,None,5.551123595505615,0
2608,None,5.551123595505615,0
3264,None,5.551123595505615,0
3009,None,7.983472341315875,0
3808,None,2.0416666666666656,0
4492,None,2.0416666666666656,0
2103,None,7.243851346584903,0
3498,None,6.038791081134457,0
3062,None,7.151397534899819,0
4436,None,5.809317959539709,0
3664,None,2.0416666666666656,0
1916,None,8.415986394557821,0
4221,None,2.0416666666666656,0
2015,None,6.235723996482503,0
4222,None,6.615287091679139,0
2729,None,7.421576850322401,0
4371,None,8.415986394557821,0
3035,None,8.415986394557821,0
1287,None,7.53725644209069,0
1331,None,5.043488248989722,0
1523,None,8.415986394557821,0
1613,None,8.415986394557821,0
4026,None,5.551123595505615,0
3701,None,7.7865360421467065,0
3434,None,5.907325873495512,0
2281,None,7.785220962861226,0
2285,None,8.415986394557821,0
1641,None,5.551123595505615,0
2920,None,5.79250539701051,0
3941,None,7.169795516862333,0
4345,None,4.497132099916084,0
2606,None,6.436502155078578,0
3369,None,6.025831005315213,0
1412,None,2.0416666666666656,0
3076,None,5.551123595505615,0
1329,None,7.560453935385219,0
2930,None,7.693928972632995,0
1903,None,2.0416666666666656,0
4548,None,8.415986394557821,0
2846,None,5.984890487281722,0
4399,None,4.316641123091421,0
2410,None,5.474557119601648,0
2890,None,5.551123595505615,0
4316,None,8.415986394557821,0
4991,None,8.415986394557821,0
3656,None,8.415986394557821,0
3511,None,5.657489157910287,0
3431,None,7.6868930915181535,0
2707,None,7.671044176570471,0
2039,None,8.32868509850527,0
2335,None,7.696685913783226,0
2782,None,8.251931400039462,0
3194,None,5.551123595505615,0
4716,None,7.892297440013854,0
2349,None,5.551123595505615,0
4497,None,5.551123595505615,0
1720,None,8.415986394557821,0
2146,None,8.415986394557821,0
4943,None,6.072228190278887,0
3793,None,8.415986394557821,0
4217,None,6.128149080905434,0
4751,None,7.768385959205116,0
1345,None,5.551123595505615,0
1204,None,6.174259753149741,0
1705,None,8.415986394557821,0
1461,None,7.664684357758934,0
2932,None,5.537754534405438,0
2679,None,2.8375720027595923,0
2386,None,8.415986394557821,0
1120,None,7.693818205632231,0
1883,None,6.591699525508061,0
2849,None,5.6884133658935045,0
4161,None,4.778897123144449,0
1741,None,8.007724922045814,0
2300,None,7.550710523284427,0
2261,None,6.003680674819182,0
1915,None,5.551123595505615,0
4089,None,7.618537851723358,0
4400,None,7.691853631561815,0
1621,None,5.551123595505615,0
4664,None,6.795235770347964,0
4212,None,8.415986394557821,0
3215,None,2.966635069385835,0
2087,None,5.551123595505615,0
4189,None,5.490213518789647,0
4652,None,6.647083829179525,0
1048,None,8.337711247714891,0
2880,None,5.551123595505615,0
3615,None,7.718618445729578,0
1570,None,7.577291498625567,0
1312,None,6.201548109756841,0
2306,None,6.003007537786057,0
2760,None,8.415986394557821,0
1893,None,5.551123595505615,0
3766,None,8.415986394557821,0
1370,None,5.551123595505615,0
4725,None,7.856095688125829,0
3630,None,2.0416666666666656,0
1694,None,7.537244538889072,0
2505,None,5.551123595505615,0
2455,None,8.415986394557821,0
2283,None,5.551123595505615,0
2990,None,8.415986394557821,0
4994,None,7.620544647109613,0
4960,None,7.101968611658131,0
4241,None,5.551123595505615,0
4672,None,8.415986394557821,0
2270,None,7.543219804673485,0
4338,None,5.551123595505615,0
3028,None,6.788158242248005,0
1802,None,7.550942194858757,0
1084,None,5.538439316352215,0
3529,None,5.551123595505615,0
2075,None,5.551123595505615,0
1474,None,5.551123595505615,0
3061,None,5.551123595505615,0
1889,None,2.0416666666666656,0
3161,None,8.39010748828701,0
3418,None,7.8054954233025775,0
4589,None,7.566901000605677,0
1350,None,8.314369354785109,0
1038,None,5.551123595505615,0
2834,None,5.551123595505615,0
4218,None,7.545316126819132,0
4060,None,5.551123595505615,0
1770,None,2.0416666666666656,0
1618,None,5.551123595505615,0
1797,None,5.551123595505615,0
1177,None,8.415986394557821,0
1845,None,5.551123595505615,0
1301,None,6.0851327030135245,0
2819,None,5.551123595505615,0
4515,None,7.537960274850702,0
2567,None,8.415986394557821,0
4753,None,8.415986394557821,0
2304,None,8.415986394557821,0
4715,None,7.892297440013854,0
2842,None,4.579621304491984,0
3246,None,7.606223385244382,0
4066,None,7.095545693047022,0
3467,None,7.701512059635632,0
1688,None,5.551123595505615,0
4305,None,5.323836055310939,0
1317,None,6.602815344434396,0
1265,None,5.551123595505615,0
4975,None,7.463534898621532,0
4328,None,5.551123595505615,0
1093,None,5.551123595505615,0
4473,None,8.415986394557821,0
2971,None,8.415986394557821,0
3181,None,2.0416666666666656,0
4202,None,5.551123595505615,0
2580,None,5.551123595505615,0
4266,None,6.202606585655368,0
3151,None,5.551123595505615,0
4734,None,5.953059285812738,0
4264,None,5.551123595505615,0
4381,None,5.551123595505615,0
1202,None,7.550098080021555,0
3666,None,5.551123595505615,0
2755,None,8.415986394557821,0
1366,None,5.551123595505615,0
2419,None,7.623822540103155,0
2190,None,8.415986394557821,0
4131,None,8.415986394557821,0
3183,None,5.551123595505615,0
2371,None,8.415986394557821,0
2838,None,5.551123595505615,0
4015,None,5.551123595505615,0
3916,None,5.551123595505615,0
4596,None,6.081664790846762,0
1495,None,5.551123595505615,0
4484,None,2.0416666666666656,0
3158,None,5.551123595505615,0
3704,None,5.551123595505615,0
4476,None,8.415986394557821,0
4354,None,6.671417022213233,0
3864,None,5.963828854603435,0
2619,None,8.415986394557821,0
4870,None,6.5875365187180535,0
4313,None,5.512273879499131,0
3184,None,7.4069928323444625,0
3635,None,5.551123595505615,0
2533,None,6.886613275763488,0
3720,None,5.551123595505615,0
4054,None,5.625053370456835,0
4593,None,5.6573773128786655,0
1792,None,7.904266437066419,0
1681,None,5.551123595505615,0
1304,None,2.0416666666666656,0
4280,None,5.551123595505615,0
4141,None,8.415986394557821,0
1614,None,5.551123595505615,0
4534,None,5.551123595505615,0
1941,None,7.856425676918921,0
1967,None,7.377900160830375,0
4077,None,7.575251729556998,0
1582,None,8.415986394557821,0
1146,None,5.551123595505615,0
4650,None,8.415986394557821,0
1387,None,5.551123595505615,0
1985,None,5.551123595505615,0
4539,None,5.551123595505615,0
4091,None,7.974138568845783,0
3731,None,5.8592934740149865,0
4763,None,5.551123595505615,0
2433,None,5.551123595505615,0
3527,None,8.062462508285813,0
1653,None,8.415986394557821,0
2166,None,8.415986394557821,0
1054,None,8.415986394557821,0
4081,None,5.551123595505615,0
1807,None,5.551123595505615,0
2288,None,2.0416666666666656,0
4671,None,5.551123595505615,0
2575,None,7.614748201202997,0
4845,None,5.534736038810605,0
4210,None,6.082788506749923,0
1964,None,7.137568281467931,0
4982,None,5.551123595505615,0
1342,None,5.551123595505615,0
2874,None,2.0416666666666656,0
2972,None,8.415986394557821,0
3155,None,8.415986394557821,0
1609,None,7.023695689821889,0
1957,None,5.551123595505615,0
2027,None,2.5490432669355707,0
1659,None,5.551123595505615,0
2927,None,2.0416666666666656,0
3853,None,5.551123595505615,0
3104,None,5.753867303145692,0
1123,None,8.415986394557821,0
3058,None,5.476130696467849,0
1674,None,5.986685145426565,0
3584,None,5.890279606125072,0
2548,None,7.9842055517500805,0
1264,None,5.551123595505615,0
2828,None,8.305524536545095,0
1727,None,7.59699799854996,0
3290,None,5.745068997773239,0
1589,None,8.415986394557821,0
1499,None,5.551123595505615,0
3389,None,8.415986394557821,0
4105,None,7.577691823823953,0
3471,None,6.473833539054006,0
4676,None,2.0416666666666656,0
4387,None,7.982371532112014,0
3568,None,5.551123595505615,0
2026,None,8.415986394557821,0
4953,None,7.70361227285412,0
4665,None,5.551123595505615,0
2719,None,5.551123595505615,0
2078,None,8.415986394557821,0
2021,None,5.551123595505615,0
4651,None,5.551123595505615,0
4156,None,8.415986394557821,0
4792,None,7.562637750297589,0
2599,None,5.551123595505615,0
1262,None,7.430550639471099,0
1754,None,5.743347205366321,0
3214,None,7.607879651758136,0
2185,None,8.415986394557821,0
1550,None,5.551123595505615,0
4710,None,5.551123595505615,0
3036,None,7.751131788380531,0
3906,None,7.015194197542547,0
2182,None,7.53285705919,0
1172,None,8.092703390310335,0
3886,None,5.699879625826669,0
1229,None,7.588721546250767,0
2766,None,5.551123595505615,0
1678,None,5.551123595505615,0
3967,None,8.415986394557821,0
3059,None,2.0416666666666656,0
2117,None,5.551123595505615,0
2503,None,8.415986394557821,0
4868,None,5.551123595505615,0
1835,None,5.551123595505615,0
3229,None,8.415986394557821,0
1631,None,6.69823208695356,0
3020,None,6.3314539170193065,0
1025,None,8.415986394557821,0
2900,None,5.551123595505615,0
2321,None,7.832746324245972,0
2019,None,7.603681280401326,0
3308,None,7.734507112529621,0
2507,None,6.34248895351784,0
1679,None,5.551123595505615,0
3897,None,8.415986394557821,0
4635,None,5.551123595505615,0
1958,None,7.7965932074225535,0
2427,None,8.415986394557821,0
2554,None,6.914714556197579,0
2543,None,5.556135917472167,0
1488,None,7.88957147546371,0
2516,None,4.511630735495782,0
2720,None,8.415986394557821,0
4757,None,6.455286388146907,0
3082,None,5.551123595505615,0
3086,None,8.415986394557821,0
3106,None,5.551123595505615,0
2527,None,5.551123595505615,0
1421,None,7.537471452716922,0
2665,None,8.415986394557821,0
2521,None,5.551123595505615,0
3925,None,7.946676454737364,0
3756,None,7.6841907049805,0
4121,None,5.551123595505615,0
4604,None,5.6404716735504765,0
2347,None,8.37401123794016,0
1848,None,5.5051180980004,0
1367,None,5.551123595505615,0
1337,None,5.551123595505615,0
2310,None,5.635171751157449,0
3974,None,7.672992875977657,0
1629,None,8.415986394557821,0
3783,None,2.0416666666666656,0
3912,None,6.033665472272653,0
4303,None,5.551123595505615,0
4820,None,5.551123595505615,0
3944,None,8.275667854958117,0
2663,None,5.538255863353901,0
3307,None,4.957170750448787,0
2259,None,8.415986394557821,0
3296,None,5.551123595505615,0
3952,None,8.34424125181979,0
4948,None,4.997881625203021,0
1758,None,5.5510026225702775,0
3804,None,5.551123595505615,0
4819,None,4.837257274393042,0
3252,None,7.602987897081646,0
4619,None,7.495800323488522,0
4391,None,7.815972505208913,0
2684,None,5.551123595505615,0
4984,None,8.415986394557821,0
4406,None,5.551123595505615,0
4259,None,8.415986394557821,0
1593,None,8.415986394557821,0
3393,None,5.551123595505615,0
2062,None,5.493323766636846,0
4812,None,5.551123595505615,0
4238,None,5.5542630598511735,0
1581,None,8.415986394557821,0
3512,None,8.415986394557821,0
1002,None,6.756518247353977,0
3052,None,8.415986394557821,0
1746,None,8.415986394557821,0
3565,None,7.9843929708550005,0
4298,None,4.537434323560632,0
1498,None,7.8226002309338565,0
2560,None,6.17924434633863,0
4380,None,5.551123595505615,0
2369,None,5.91197090710248,0
2767,None,5.551123595505615,0
4791,None,8.415986394557821,0
1577,None,5.551123595505615,0
1390,None,6.686858682060348,0
1209,None,5.551123595505615,0
1996,None,8.415986394557821,0
4789,None,5.551123595505615,0
4772,None,5.551123595505615,0
1076,None,7.612813516887751,0
1176,None,6.8590370379306025,0
3602,None,7.423151701722624,0
1763,None,5.551123595505615,0
2915,None,8.415986394557821,0
1583,None,8.415986394557821,0
3871,None,8.415986394557821,0
4184,None,5.551123595505615,0
2212,None,6.168307886968081,0
3748,None,5.551123595505615,0
1569,None,6.659963511575594,0
4135,None,8.415986394557821,0
4254,None,8.415986394557821,0
4787,None,5.551123595505615,0
2644,None,8.059308075979887,0
4076,None,7.709855752101247,0
4900,None,7.676437532465615,0
4995,None,5.553790736198578,0
4290,None,7.330130638792036,0
1695,None,7.715309231828321,0
3253,None,2.0416666666666656,0
3192,None,5.551123595505615,0
1817,None,5.503160743525974,0
4529,None,7.34038154284291,0
2963,None,8.415986394557821,0
1860,None,7.76897582231537,0
3419,None,5.551123595505615,0
2784,None,2.721836048102171,0
4460,None,5.551123595505615,0
1452,None,2.0416666666666656,0
4944,None,6.242633712116498,0
2422,None,7.988680339136281,0
1987,None,8.415986394557821,0
2069,None,7.823589905640279,0
2626,None,3.9016650617036412,0
1750,None,5.947633403205207,0
4314,None,6.108677607700041,0
4851,None,5.551123595505615,0
1430,None,5.635954303387397,0
4598,None,8.415986394557821,0
2726,None,7.763702940576528,0
2879,None,5.551123595505615,0
2574,None,8.159968028467336,0
1913,None,7.700478274187487,0
2758,None,5.551123595505615,0
1841,None,8.415986394557821,0
2816,None,8.415986394557821,0
1250,None,5.551123595505615,0
2763,None,8.415986394557821,0
1929,None,7.889918303517411,0
2576,None,2.0416666666666656,0
3695,None,5.551123595505615,0
4510,None,7.805683131913534,0
1101,None,6.620992242660408,0
3343,None,2.0416666666666656,0
4467,None,5.551123595505615,0
2254,None,6.108580197759947,0
3515,None,5.551123595505615,0
4053,None,5.569695988793539,0
3874,None,6.494974007515907,0
2025,None,2.0416666666666656,0
2447,None,6.640066236484055,0
4087,None,5.551123595505615,0
4136,None,2.0416666666666656,0
1842,None,5.551123595505615,0
4300,None,5.776421001405605,0
2428,None,2.0416666666666656,0
4552,None,5.551123595505615,0
2071,None,5.550313583377275,0
1155,None,5.551123595505615,0
1471,None,5.551123595505615,0
1747,None,5.818232048013355,0
1296,None,5.550774070567351,0
1268,None,8.415986394557821,0
2957,None,7.873973239317887,0
3097,None,5.540284635825025,0
4129,None,5.551123595505615,0
3272,None,8.415986394557821,0
1283,None,5.551123595505615,0
3832,None,3.239872596254898,0
1011,None,5.551123595505615,0
3504,None,5.551123595505615,0
1643,None,5.4979761059009595,0
4578,None,8.415986394557821,0
2023,None,5.551123595505615,0
1107,None,6.267674761610754,0
3442,None,8.415986394557821,0
1517,None,8.079818442148095,0
4375,None,8.415986394557821,0
3454,None,5.5364340749923775,0
2467,None,7.822236023912905,0
2221,None,3.889677038342925,0
4021,None,5.531622649124147,0
2686,None,8.198643669315912,0
4170,None,7.628488285202439,0
4863,None,5.890864639034803,0
4204,None,4.392230066631708,0
2199,None,8.234151851323615,0
1787,None,5.551123595505615,0
3604,None,8.415986394557821,0
1411,None,5.551123595505615,0
4859,None,5.551123595505615,0
1122,None,8.415986394557821,0
2931,None,6.636477831728266,0
4901,None,5.551123595505615,0
2439,None,5.551123595505615,0
2547,None,6.973701831373133,0
4564,None,8.415986394557821,0
2205,None,5.551123595505615,0
3323,None,8.415986394557821,0
4986,None,5.551123595505615,0
4692,None,7.134065805546962,0
1392,None,7.9621540242521265,0
1930,None,5.551123595505615,0
2862,None,5.551123595505615,0
4648,None,7.590726867565014,0
1384,None,8.086739581578634,0
1151,None,7.572934620926892,0
3494,None,7.681423281040999,0
1928,None,5.551123595505615,0
4914,None,5.718771419946637,0
2969,None,7.62722576625495,0
2152,None,5.551123595505615,0
3623,None,8.415986394557821,0
4490,None,7.8681077335708745,0
4626,None,7.305561181716241,0
4355,None,5.551123595505615,0
3337,None,5.551123595505615,0
1104,None,7.735337960999747,0
1767,None,5.551123595505615,0
2174,None,4.5231452901328835,0
4839,None,7.913266509593958,0
2491,None,8.415986394557821,0
3879,None,8.415986394557821,0
3564,None,8.415986394557821,0
1103,None,5.74463964071669,0
1805,None,5.532784436828928,0
2155,None,8.415986394557821,0
3079,None,7.152946109051973,0
3500,None,2.0416666666666656,0
3316,None,5.551123595505615,0
3821,None,5.551123595505615,0
4508,None,8.415986394557821,0
2200,None,6.261020692703026,0
4051,None,7.541842377497704,0
2336,None,5.8564196759936795,0
4729,None,8.415986394557821,0
2449,None,8.294319996785871,0
1897,None,8.415986394557821,0
4291,None,7.827458227239223,0
1793,None,5.551123595505615,0
2047,None,7.054220202094168,0
3124,None,7.828014732656564,0
2529,None,7.771996728744385,0
2743,None,5.551123595505615,0
1654,None,7.711005139352019,0
2750,None,8.415986394557821,0
2855,None,2.3134762911114723,0
1147,None,8.415986394557821,0
4610,None,7.762616577538392,0
4163,None,8.415986394557821,0
2295,None,4.626238424716864,0
2770,None,5.551123595505615,0
2761,None,8.415986394557821,0
2808,None,6.007341302876373,0
2988,None,5.551123595505615,0
2050,None,5.551123595505615,0
4668,None,6.818767418527544,0
2394,None,8.415986394557821,0
2475,None,2.1577723019603914,0
3713,None,5.808170136339514,0
1481,None,8.197476635761975,0
4931,None,8.415986394557821,0
3421,None,5.551123595505615,0
1437,None,5.551123595505615,0
3335,None,6.995232979992341,0
3010,None,8.415986394557821,0
4499,None,8.415986394557821,0
2670,None,5.551123595505615,0
4143,None,4.827671426379911,0
3407,None,8.415986394557821,0
2256,None,5.814631087928746,0
2943,None,8.415986394557821,0
3520,None,5.551123595505615,0
3366,None,5.551123595505615,0
3326,None,5.791723805188746,0
3403,None,6.8705617316473395,0
1047,None,5.551123595505615,0
3540,None,2.0416666666666656,0
4579,None,7.615875072652142,0
3433,None,5.551123595505615,0
1174,None,8.415986394557821,0
1219,None,5.551123595505615,0
1020,None,5.738119966671848,0
1572,None,2.8479395379620245,0
2706,None,7.461159591089675,0
2058,None,8.415986394557821,0
2783,None,6.712889397757704,0
3262,None,2.0416666666666656,0
4435,None,6.038444315282753,0
3733,None,5.551123595505615,0
3989,None,8.415986394557821,0
4873,None,7.630536597506783,0
1096,None,8.415986394557821,0
4929,None,7.610255016528357,0
4696,None,5.551123595505615,0
3725,None,5.551123595505615,0
4245,None,5.551123595505615,0
1513,None,8.415986394557821,0
2150,None,7.168953484558075,0
2867,None,8.415986394557821,0
1922,None,5.551123595505615,0
2099,None,6.101766722575231,0
2169,None,7.125158112588321,0
2493,None,6.235093590619551,0
1946,None,7.5694718734347415,0
2749,None,7.827621406070865,0
1267,None,5.551123595505615,0
2089,None,8.415986394557821,0
4373,None,5.551123595505615,0
2530,None,5.551123595505615,0
3459,None,7.702310255433527,0
3044,None,5.551123595505615,0
2537,None,7.690602716140988,0
3180,None,7.80781925105674,0
1376,None,5.551123595505615,0
3043,None,5.551123595505615,0
2827,None,8.415986394557821,0
1026,None,5.551123595505615,0
4494,None,6.076445272946058,0
3011,None,8.415986394557821,0
3518,None,5.551123595505615,0
1211,None,5.30237170006223,0
4926,None,5.551123595505615,0
1725,None,6.538619986133326,0
4795,None,5.551123595505615,0
1710,None,7.311786472798553,0
2735,None,5.551123595505615,0
1106,None,5.551123595505615,0
2280,None,5.551123595505615,0
4586,None,3.7572115265553956,0
3767,None,7.922978756912063,0
2108,None,8.415986394557821,0
1427,None,5.551123595505615,0
2379,None,6.497926813795798,0
2640,None,8.415986394557821,0
4452,None,2.0416666666666656,0
2756,None,6.18371408485811,0
1217,None,5.551123595505615,0
3247,None,5.551123595505615,0
3908,None,7.759076933355354,0
2625,None,7.687328794208481,0
4071,None,8.415986394557821,0
1826,None,5.551123595505615,0
4666,None,5.551123595505615,0
4393,None,5.551123595505615,0
4670,None,4.877388393739827,0
1885,None,8.171203702529462,0
4333,None,8.415986394557821,0
3429,None,7.787194998971424,0
2865,None,5.551123595505615,0
2651,None,4.436177429569195,0
1444,None,5.551123595505615,0
4808,None,7.6116530526448845,0
3631,None,7.632594778413054,0
1473,None,8.393227696461315,0
1200,None,8.415986394557821,0
2682,None,8.415986394557821,0
3275,None,5.54664805844003,0
4761,None,6.245128246666499,0
1731,None,8.415986394557821,0
4916,None,5.551123595505615,0
3741,None,2.0416666666666656,0
1397,None,8.415986394557821,0
3519,None,7.7772753167048725,0
3660,None,5.551123595505615,0
1409,None,8.415986394557821,0
2240,None,5.9922085751491885,0
2010,None,7.984266446829512,0
3877,None,5.551123595505615,0
1043,None,8.415986394557821,0
2435,None,7.714021257726988,0
4653,None,5.551123595505615,0
4263,None,7.621534387377174,0
1173,None,7.991341222672049,0
3197,None,4.771456889610255,0
1443,None,7.651907627574285,0
4444,None,7.537469905495674,0
3409,None,7.128302986646821,0
3378,None,5.551123595505615,0
1578,None,5.551123595505615,0
2992,None,5.551123595505615,0
2460,None,8.415986394557821,0
2786,None,5.551123595505615,0
1140,None,8.415986394557821,0
4641,None,5.551123595505615,0
4940,None,8.415986394557821,0
3790,None,5.551123595505615,0
4052,None,8.415986394557821,0
1599,None,6.188080108894881,0
1354,None,5.551123595505615,0
1479,None,6.439843783804133,0
3412,None,2.3267805252980485,0
2806,None,5.5085843620076345,0
2918,None,8.415986394557821,0
3547,None,5.551123595505615,0
4602,None,8.152659183530847,0
4000,None,5.551123595505615,0
3503,None,5.551123595505615,0
2583,None,5.551123595505615,0
2042,None,5.551123595505615,0
2978,None,6.1742109456682,0
2372,None,8.033292456893118,0
3191,None,6.164582485897891,0
3033,None,5.551123595505615,0
1716,None,5.551123595505615,0
1223,None,8.415986394557821,0
2844,None,5.551123595505615,0
1061,None,5.551123595505615,0
4251,None,7.4811791477872935,0
4989,None,6.5842135900411085,0
1240,None,2.0416666666666656,0
3189,None,7.729250144872489,0
3234,None,5.775678347150626,0
1905,None,5.974907518776568,0
2415,None,5.551123595505615,0
2983,None,5.551123595505615,0
1316,None,6.441069393686308,0
4739,None,5.551123595505615,0
3575,None,8.024548152109633,0
2832,None,6.039476131711807,0
1255,None,2.0416666666666656,0
4032,None,5.551123595505615,0
4591,None,8.415986394557821,0
3570,None,6.315929888193549,0
3297,None,7.843155225826935,0
3163,None,5.547685780069153,0
4636,None,5.551123595505615,0
1007,None,2.0416666666666656,0
1464,None,7.562914308721654,0
1667,None,5.551123595505615,0
3850,None,7.775930892403327,0
4737,None,8.310627626688987,0
4327,None,5.551123595505615,0
3591,None,5.848235668789834,0
2195,None,4.090963207008917,0
2501,None,5.849072880551117,0
1098,None,5.551123595505615,0
3340,None,7.389262430817686,0
2442,None,5.411937731424693,0
1664,None,8.415986394557821,0
1950,None,8.394808200614188,0
1921,None,5.899274377630323,0
2752,None,5.551123595505615,0
3986,None,5.551123595505615,0
1185,None,8.415986394557821,0
4214,None,7.803050792705797,0
4952,None,7.70361227285412,0
4036,None,8.415986394557821,0
3069,None,5.551123595505615,0
2892,None,4.116699707673093,0
3684,None,5.551123595505615,0
4042,None,6.668822505662483,0
3942,None,5.551123595505615,0
4600,None,7.688832024782998,0
3762,None,5.551123595505615,0
2399,None,6.206809263302118,0
2882,None,8.415986394557821,0
4760,None,7.746539051527576,0
4959,None,5.551123595505615,0
2144,None,8.415986394557821,0
4061,None,5.551123595505615,0
1745,None,5.954771760221682,0
3728,None,8.415986394557821,0
3574,None,5.5073375437695,0
1245,None,7.731854959385363,0
2176,None,8.415986394557821,0
4543,None,7.8118063798695285,0
1603,None,8.091216400426505,0
2982,None,8.415986394557821,0
3837,None,7.84990600203872,0
2659,None,5.551123595505615,0
4213,None,7.544195162020384,0
2483,None,7.741252915189002,0
3139,None,4.204284208213046,0
4642,None,8.415986394557821,0
