index,product,cip,expected profit
1001,A,8.415986394557821,5.049591836734693
1580,A,8.415986394557821,5.049591836734693
4039,A,8.415986394557821,5.049591836734693
4038,A,8.415986394557821,5.049591836734693
4036,A,8.415986394557821,5.049591836734693
4035,A,8.415986394557821,5.049591836734693
1628,A,8.415986394557821,5.049591836734693
1629,A,8.415986394557821,5.049591836734693
4018,A,8.415986394557821,5.049591836734693
2971,A,8.415986394557821,5.049591836734693
4016,A,8.415986394557821,5.049591836734693
2972,A,8.415986394557821,5.049591836734693
4014,A,8.415986394557821,5.049591836734693
1637,A,8.415986394557821,5.049591836734693
4013,A,8.415986394557821,5.049591836734693
1639,A,8.415986394557821,5.049591836734693
4012,A,8.415986394557821,5.049591836734693
4006,A,8.415986394557821,5.049591836734693
4003,A,8.415986394557821,5.049591836734693
2976,A,8.415986394557821,5.049591836734693
2982,A,8.415986394557821,5.049591836734693
4002,A,8.415986394557821,5.049591836734693
3999,A,8.415986394557821,5.049591836734693
3996,A,8.415986394557821,5.049591836734693
3989,A,8.415986394557821,5.049591836734693
4045,A,8.415986394557821,5.049591836734693
2965,A,8.415986394557821,5.049591836734693
1615,A,8.415986394557821,5.049591836734693
2951,A,8.415986394557821,5.049591836734693
1582,A,8.415986394557821,5.049591836734693
1583,A,8.415986394557821,5.049591836734693
1584,A,8.415986394557821,5.049591836734693
2265,A,8.415986394557821,5.049591836734693
1589,A,8.415986394557821,5.049591836734693
1590,A,8.415986394557821,5.049591836734693
2943,A,8.415986394557821,5.049591836734693
1593,A,8.415986394557821,5.049591836734693
4086,A,8.415986394557821,5.049591836734693
2949,A,8.415986394557821,5.049591836734693
1597,A,8.415986394557821,5.049591836734693
2963,A,8.415986394557821,5.049591836734693
2953,A,8.415986394557821,5.049591836734693
4072,A,8.415986394557821,5.049591836734693
2259,A,8.415986394557821,5.049591836734693
4071,A,8.415986394557821,5.049591836734693
1605,A,8.415986394557821,5.049591836734693
4059,A,8.415986394557821,5.049591836734693
4057,A,8.415986394557821,5.049591836734693
2962,A,8.415986394557821,5.049591836734693
4052,A,8.415986394557821,5.049591836734693
1613,A,8.415986394557821,5.049591836734693
1652,A,8.415986394557821,5.049591836734693
1653,A,8.415986394557821,5.049591836734693
3979,A,8.415986394557821,5.049591836734693
3049,A,8.415986394557821,5.049591836734693
2220,A,8.415986394557821,5.049591836734693
1704,A,8.415986394557821,5.049591836734693
1705,A,8.415986394557821,5.049591836734693
3035,A,8.415986394557821,5.049591836734693
3046,A,8.415986394557821,5.049591836734693
3900,A,8.415986394557821,5.049591836734693
3897,A,8.415986394557821,5.049591836734693
3894,A,8.415986394557821,5.049591836734693
3893,A,8.415986394557821,5.049591836734693
3890,A,8.415986394557821,5.049591836734693
3879,A,8.415986394557821,5.049591836734693
3029,A,8.415986394557821,5.049591836734693
3052,A,8.415986394557821,5.049591836734693
1720,A,8.415986394557821,5.049591836734693
3871,A,8.415986394557821,5.049591836734693
1726,A,8.415986394557821,5.049591836734693
2209,A,8.415986394557821,5.049591836734693
